Job_ID,Job_Role,Job_Company,Job_Description,URL,Date,Remote,Tools,Years_of_Experience
neMrImGoEr8bpMvIAAAAAA==,Data Engineer,Integrity Recruitment Group,"Large multinational in the industry sector, with investments in innovation and technology.  WORKPLACE:  Lisbon, Portugal  RESPONSIBILITIES: • Develop and maintain data pipeline architecture; • Collect and organize large, complex data sets that fulfill functional and non-functional business requirements; • Construct the necessary infrastructure for efficient extraction, transformation, and loading of data from various sources using SQL and AWS big data Technologies; • Create analytical solutions that leverage the data pipeline to provide actionable insights on key company performance metrics like customer acquisition and operational efficiency.  WE REQUIRE A PROFESSIONAL IN: • A bachelor's degree in a relevant field or equivalent job expertise; • Experience in building and optimizing big data pipelines, architectures, and datasets; • Proficiency in developing processes that support data transformation, data structures, metadata, dependency, and workload management; • Programming skills in functional programming and object-oriented script languages such as Scala, Python, and Java; • Familiarity with big data tools and distributed clusters like Hadoop, Spark, PySpark, Kafka, and Kinesis; • Knowledge of data pipeline and workflow management tools like Azkaban, Luigi, Airflow, Athena, and Glue Workflow; • Excellent communication skills in English for effective stakeholder interaction.  WE EXPECTED THE FOLLOWING FROM YOU: • Familiarity with agile methodologies; • Active participation in Technology communities (talks, meetups, events, tech talks, blogs) is a differential, as a way to disseminate knowledge; • Fact-based and data-driven communication; • Problem-solving pragmatism; • Profile for collaboration to assist the team in developing solutions; • Constructive outrage; • Fluent English.  BENEFITS AND ADVANTAGES: • Remote work - First 3/4 months before moving to Lisbon - Portugal, that is, you'll be paid in Euro while you are here in Brazil before moving; • Moving allowance - Up to 3.000 Euros; • Housing Aid - First 2 months all expenses paid; • Tech Visa - The company will take care of all the costs and legal procedures; • Food - 8,32 Euros/day by working days; • Health insurance; • Life insurance; • A pension fund with contributions; • Broad benefits platform; • Flexible working hours; • User-friendly remote model adapted to the needs and preferences of each team; • Continuous learning with access to Udemy and language courses; • Home Office setup to build the home office of your dreams; • Apple Macbook and iPhone with voice and data plans",https://www.google.com/search?q=Data+Engineer+jobs&ibp=htl;jobs#htivrt=jobs&htidocid=neMrImGoEr8bpMvIAAAAAA%3D%3D&fpstate=tldetail,2023-11-03,"São Paulo, SP","Scala, PySpark, Spark, Luigi, Azkaban, SQL, Kafka, AWS, English, Programming, Python, Glue, Hadoop, Java, Airflow",[]
5tgj_WhOCkPmf7NgAAAAAA==,Data Engineer,Amazing Devs,"Data Engineer - Unit Test International job opportunity!! 100% Home Office  $5.500 como PJ (dólar a R$4,60) Direct contracting with the client ❗❗ Required  5+ Years of Experience  English - Advanced Must-have Skills: Data QA will focus primarily on Unit Testing Spark Apps/EMR & data engineering. Functional testing as well since we are building a UI and E2E product. Frameworks/Platforms: Spark Apps/EMR AWS Data Analytics Pytest TechStack: Python Spark Java Nice to have Experience in Media & Entertainment - Ad Technology space dealing with currency and measurement of TV advertising campaigns (e.g. impressions), not that it is required but it gives us an advantage over other partners if we have anyone familiar with this space. Dashbords AI/ML Description  Your Day-to-Day As a Data QA Engineer, you will advocate for the use of cutting-edge technology to build intelligent and scalable products. You will act as a technology partner for our clients from inception to completion while architecting reusable front-end systems. By understanding their needs and translating requirements into world-class design, you will be responsible for delivering high-quality applications. Partner with multidisciplinary teams located across the world (Technical Writing, User Experience, Product Management, and Project Management) to solve challenging problems. As a relationship builder with direct communication with stakeholders, you will also drive internal initiatives and objectives. You will work on projects that will allow you to develop your skills and gain exposure to multinational brands. We promote fun and continuous learning and we are proud of working with the brightest minds in the industry",https://www.google.com/search?q=Data+Engineer+jobs&ibp=htl;jobs#htivrt=jobs&htidocid=5tgj_WhOCkPmf7NgAAAAAA%3D%3D&fpstate=tldetail,2023-11-03,"São Paulo, SP","Spark, R, AWS, English, Python, Analytics, EMR, Java",['5']
ebfKSKFUTyA676Z8AAAAAA==,Data Engineer,AgileEngine,"What you will doBuild data pipelines using NiFi (ETL flows) to connect different sources of data together;Build data reports and optimize SQL queries;Produce high-quality code;Identify performance bottlenecks;Communicate with Engineering & Product management;Align with existing development teams.Must haves 3+ years of experience in software development;BS in Computer Science or equivalent practical experience;Strong analytical SQL knowledge;Practical experience building Data Warehouse(s) with Snowflake or other DW-oriented databases (Google BigQuery, Redshift, etc.);Practical experience building ETL/ELT data pipelines from scratch or using existing tools like Apache NiFi;Practical experience with Python;Amazon RDS experience;Working knowledge of Docker.The benefits of joining usProfessional growthAccelerate your professional journey with mentorship, TechTalks, and personalized growth roadmaps.Competitive compensationWe match your ever-growing skills, talent, and contributions with competitive USD-based compensation and budgets for education, fitness, and team activities.A selection of exciting projectsJoin projects with modern solutions development and top-tier clients that include Fortune 500 enterprises and leading product brands.FlextimeTailor your schedule for an optimal work-life balance, by having the options of working from home and going to the office – whatever makes you the happiest and most productive",https://www.google.com/search?q=Data+Engineer+jobs&ibp=htl;jobs#htivrt=jobs&htidocid=ebfKSKFUTyA676Z8AAAAAA%3D%3D&fpstate=tldetail,2023-11-03,"São Paulo, SP","Docker, NiFi, SQL, BigQuery, Apache, Redshift, Snowflake, Python",['3']
4IYNFOfMhUMNDhJYAAAAAA==,Data Engineer,Mastercard,"Job Title:  Senior Data Engineer  Overview:  Job Description Summary Integration Engineer  Text The Delivery Team is looking for an Integration Engineer to drive our customer experience strategy forward by consistently innovating and problem-solving. Are you the kind of person that sees a need for help and raises their hand? Can you confidently help enterprise clients leverage the power of our customer engagement platform as they look to build deeper relationships with their consumers? Are you solution oriented, process driven, a fast learner, with strong communication skills and passionate about technology? If the answer is a resounding yes to those questions, then you will probably be a great fit!  Responsibilities:  Integration and Communication:  Collaborate with cross-functional teams to understand integration requirements and design effective solutions.  Develop and maintain communication protocols between different software systems, ensuring data consistency and accuracy.  Implement and configure APIs, web services, and other integration mechanisms to enable seamless data flow between systems.  Troubleshoot and resolve integration issues, working closely with developers and stakeholders to ensure timely resolution.  Conduct thorough testing and validation of integrated systems to ensure functionality, reliability, and performance.  Technical Expertise:  Gain a deep understanding of various software systems, their architecture, and underlying technologies.  Develop and maintain technical documentation, including integration specifications, system diagrams, and process flows.  Assist in the evaluation and selection of integration tools and technologies to optimize system performance.  Stay up-to-date with industry trends and best practices in integration engineering and software development.  Software Development:  Collaborate with software developers to understand system requirements and provide integration expertise during the development process.  Develop custom integration solutions using programming languages, scripting, and other development tools.  Conduct code reviews and provide constructive feedback to ensure code quality, adherence to standards, and maintainability.  Participate in the design and implementation of automated testing frameworks and continuous integration/continuous deployment (CI/CD) processes.  Qualifications:  Bachelor's degree in Computer Science, Software Engineering, or a related field.  Strong communication skills, with the ability to articulate technical concepts to both technical and non-technical stakeholders.  Solid understanding of software development principles, including object-oriented programming, data structures, and algorithms.  Proficiency in at least one programming language, such as Java, Python, C#, or JavaScript.  Familiarity with web services, APIs, and integration technologies (e.g., REST, SOAP, JSON, XML).  Knowledge of database systems and SQL.  Knowledge of software testing and debugging techniques.  Strong problem-solving skills and the ability to work independently as well as part of a team.  Adaptability and a willingness to learn new technologies and tools. Collapse  Responsibilities:  Integration and Communication:  Collaborate with cross-functional teams to understand integration requirements and design effective solutions.  Develop and maintain communication protocols between different software systems, ensuring data consistency and accuracy.  Implement and configure APIs, web services, and other integration mechanisms to enable seamless data flow between systems.  Troubleshoot and resolve integration issues, working closely with developers and stakeholders to ensure timely resolution.  Conduct thorough testing and validation of integrated systems to ensure functionality, reliability, and performance.  Technical Expertise:  Gain a deep understanding of various software systems, their architecture, and underlying technologies.  Develop and maintain technical documentation, including integration specifications, system diagrams, and process flows.  Assist in the evaluation and selection of integration tools and technologies to optimize system performance.  Stay up-to-date with industry trends and best practices in integration engineering and software development.  Software Development:  Collaborate with software developers to understand system requirements and provide integration expertise during the development process.  Develop custom integration solutions using programming languages, scripting, and other development tools.  Conduct code reviews and provide constructive feedback to ensure code quality, adherence to standards, and maintainability.  Participate in the design and implementation of automated testing frameworks and continuous integration/continuous deployment (CI/CD) processes.  Qualifications:  Bachelor's degree in computer science, Software Engineering, or a related field.  Strong communication skills, with the ability to articulate technical concepts to both technical and non-technical stakeholders.  Solid understanding of software development principles, including object-oriented programming, data structures, and algorithms.  Proficiency in at least one programming language, such as Python, Java, C#, or JavaScript.  Familiarity with web services, APIs, and integration technologies (e.g., REST, SOAP, JSON, XML).  Knowledge of database systems and SQL.  Knowledge of software testing and debugging techniques.  Strong problem-solving skills and the ability to work independently as well as part of a team.  Adaptability and a willingness to learn new technologies and tools",https://www.google.com/search?q=Data+Engineer+jobs&ibp=htl;jobs#htivrt=jobs&htidocid=4IYNFOfMhUMNDhJYAAAAAA%3D%3D&fpstate=tldetail,2023-11-03,"São Paulo, SP","C, SQL, Integration, Java, Python, JavaScript, Text",[]
r7rbKu10sbAHW2_RAAAAAA==,Data Engineer,Netvagas,Conhecimento em Python.Conhecimento em SQL (tuning de queries e análise de dados).Experiência com Power BI.Experiência com GitHub.Experiência com tecnologias AWS Redshift e AWS S3.Experiência com ambientes de alta criticidade e alta volumetria.Experiência com modelagem dimensional de dados.Experiênc...,https://www.google.com/search?q=Data+Engineer+jobs&ibp=htl;jobs#htivrt=jobs&htidocid=r7rbKu10sbAHW2_RAAAAAA%3D%3D&fpstate=tldetail,2023-11-03,"São Paulo, SP","Power BI, S3, SQL, GitHub, AWS, Python, Redshift",[]
uYIFOrvuCMpyMj9OAAAAAA==,Data Engineer,BAIRESDEV,"Who we are  BairesDev is proud to be the fastest-growing company in America. With people on five continents and world-class clients, we are only as strong as the multicultural teams at the heart of our business. To consistently deliver the highest quality solutions to our clients, we only hire the Top 1% of the best talents and nurture their professional growth on exciting projects. We are looking for a Data Engineer to join our Development team and participate in different projects made up of multicultural teams distributed worldwide.  What You Will Do:  - Interview other Data Scientists and Data engineers to vet their technical abilities. - Input data from those interviews into the product and help develop a predictive, fair, and enjoyable solution. - Work together with developers, tech leads, and solution architects to build applications. - Improve existing structures by adding new functionalities or proposing technological updates so that as a result, the impact of your contribution is significant in the core of each business. - Improve the user experience on scalable and high-availability platforms, contributing to the key differential of each business. Here's what we're looking for:  - 5+ years of experience working as a developer. - 3+ years of experience working as a Data Scientist / Data Engineer. - Proficient with analysis, troubleshooting, and problem-solving. - Hands-on experience with managing data loads and data quality. - Advanced English level. How we do make your work (and your life) easier:  - 100% remote work. - Hardware setup for you to work from home. - Flexible hours - make your schedule. - Paid parental leave, vacation & holidays. - Diverse and multicultural work environment. - An innovative environment with the structure and resources of a leading multinational. - Excellent compensation ? well above the market average. - Here, you can grow at the speed of your learning curve. Our people work remotely with a consistent and robust culture promoting diversity and teamwork. To continue being the leading software development company in Latin America, we want to ensure that every BairesDev member gets the best growth and professional development opportunities in a diverse, welcoming, and innovative environment.  Every BairesDev team member brings something unique to our company.  We want to hear your story. Apply now",https://www.google.com/search?q=Data+Engineer+jobs&ibp=htl;jobs#htivrt=jobs&htidocid=uYIFOrvuCMpyMj9OAAAAAA%3D%3D&fpstate=tldetail,2023-11-03,"São Bernardo do Campo, SP (+35)",English,"['3', '5']"
OI6t07-Ee8G5y52rAAAAAA==,Data Engineer,Nomad,"Olá, somos a Nomad!A primeira fintech (financial technology ou tecnologia financeira) a oferecer para pessoas brasileiras, uma conta global sem custo de abertura e manutenção, para viajar, comprar, poupar e investir em dólar. O nosso produto chegou às lojas de aplicativos em novembro de 2020.De lá pra cá, o cartão já é aceito em mais de 180 países e mais de 1 milhão de pessoas confiam em nós para ter uma vida financeira global completa! 🌎Por trás de todo este impacto, existe um time com mais de 300 pessoas que fazem o nosso propósito de simplificar a vida financeira global acontecer.Mais notícias sobre nós que você precisa saber: Novembro de 2022: Adquirimos a Husky, aplicativo utilizado por brasileiros que prestam serviço para o exterior e precisam receber seus pagamentos no Brasil. Fevereiro de 2023: Somos a primeira fintech a ter uma Sala VIP no maior aeroporto do Brasil! Estamos falando do Nomad Lounge, localizado no Terminal 3 de GRU. Agosto de 2023: Recebemos o maior aporte de fintechs da América Latina em 2023 no valor de 61 milhões de dólares, cerca de 300 milhões de reais. Como é fazer parte do time Nomad? A cultura organizacional foi construída pelas próprias pessoas que trabalham no Nomad.Temos desafios grandiosos pela frente. É por isso que valorizamos o jeito leve de fazer as coisas acontecerem, com muito respeito e parceria entre pessoas de diferentes áreas.Com o crescimento da empresa, cada Nomad é guardião dessa cultura, vivendo na prática os 4 valores que guiam o nosso jeito de ser: Empoderamos as pessoas, Buscamos simplicidade, Queremos impacto e Tem que ser legal .Diversidade, Equidade, Inclusão e Pertencimento (DEIP)Queremos transformar este mundo para melhor, começando por nós. A Nomad respeita as diferenças pessoais e valoriza o seu impacto no mundo. Se você é uma pessoa que se identifica com a nossa história, faz parte de um grupo sub-representado e quer viver novas experiências em sua carreira, venha para o tempo Nomad e faça parte da construção de uma cultura inclusiva!E não para por aí, pensando em promover uma experiência legal para você, criamos o Guia da Pessoa Candidata . Nele, você irá conhecer um pouco mais do nosso mundo Nomad.RequirementsChecklist de experiências e habilidades desejadas: Experiência a nível sênior com engenharia de dados e sendo responsável pelo ciclo de vida de pipeline: fontes, etapas de processamento e destino; Vivência com plataforma de streaming de dados, seja construindo pipeline de dados ou atuando na manutenção de plataformas deste tipo; Familiaridade com estruturas de Data Lake (ou lakehouse) que utilizam Apache Iceberg, Delta Lake ou Apache Hudi; Domínio de alguma linguagem de programação para engenharia de dados, como Python, Java ou Scala. No seu dia a dia vamos te empoderar para: Gerenciar e manter a plataforma de dados atual; Desenvolver e implementar mudanças na plataforma de dados para que seja escalável e confiável; Garantir a segurança e confiabilidade dos dados transitados nas plataformas e pipelines de dados; Interagir com analistas, desenvolvedores e especialistas em segurança, em busca de soluções para a arquitetura de dados existente. BenefitsQuais benefícios tem na mala de quem é Nomad? 🧳 Benefício flexível: crédito mensal de R$1700 no cartão Flash para você usar com cursos, alimentação, mobilidade, academias e por aí vai; Plano de saúde e odontológico da operadora Bradesco sem custo para você! Se adicionar dependentes, 50% do valor é custeado pela Nomad; Licença parental estendida: 6 meses para pais e mães desbravarem o mundo com filhos(as) exclusivamente biológicos ou adotivos; Benefício educação: a Nomad paga o benefício da Unico Skill para você começar a colocar mais conhecimento na mala! Você pode fazer graduação, pós-graduação, idiomas e até cursos livres; Gympass e TotalPass: acesse academias, estúdios e faça até sessões de terapia! No TotalPass você também pode incluir até 3 dependentes, com ou sem vínculo familiar; Auxílio-Creche: R$450 mensais para filho(as) exclusivamente biológicos ou adotivos com até 5 anos de idade; Clube de vantagens: além da cobertura do seguro de vida, há desconto em farmácias para você economizar comprando medicamentos; Mais bem-estar: emendamos os feriados e no primeiro ano de trabalho você pode antecipar 5 dias de férias; Short Friday: 1 sexta-feira por mês, exceto quando estamos curtindo a emenda de feriado, temos expediente de 4 horas. Nos outros dias, o horário de trabalho é flexível (podendo variar para posições em modelo de escala/turno); Day off de aniversário: no mês do seu aniversário você tem a liberdade de curtir o seu dia, do seu jeito, de folga remunerada; Cliente VIP: Nomads têm taxa de serviço zero no aplicativo, acesso VIP no Nomad Lounge e cupom de indicação para outras pessoas abrirem a conta; Vale transporte opcional Somos uma empresa que respeita as diferenças pessoais e que apoia a inclusão de grupos subrepresentados. Se você é uma pessoa que se identifica com a nossa história e que deseja explorar novas possibilidades, venha fazer parte da Nomad e nos ajudar a promover um ambiente de trabalho mais diverso",https://www.google.com/search?q=Data+Engineer+jobs&ibp=htl;jobs#htivrt=jobs&htidocid=OI6t07-Ee8G5y52rAAAAAA%3D%3D&fpstate=tldetail,2023-11-03,"São Paulo, SP","Scala, R, GRU, Apache, Python, Java",[]
Q0DHvl9sMixC0a3xAAAAAA==,Data Engineer,Turing,"Job description  A fast-paced healthcare company on a mission to bring new medical innovations to the market is looking for a Data Engineer. The selected candidate will be responsible for creating and constructing highly scalable data pipelines to support the business of data solutions. The company increasing its skills as a specialized healthcare provider and actively rising. This is an exciting opportunity for developers who are eager to work in a fast-paced innovative environment. This position requires 6+ hours of overlap with the SGT time zone. Job Responsibilities:  Apply DataOps methodologies and establish best practices for ETL processes across various architecture tools, particularly enterprise database and data lake  Manage the data lake and data pipelines for key applications and systems  Understand the business requirements to develop and implement solutions  Design, develop, and maintain scalable ETL processes  Establish version control of ETL processes and enable CI/CD pipelines  Drive optimization and testing to improve the data quality  Support and contribute to the development standards for data pipelines  Develop capabilities to improve the data quality and integrity of the database systems",https://www.google.com/search?q=Data+Engineer+jobs&ibp=htl;jobs#htivrt=jobs&htidocid=Q0DHvl9sMixC0a3xAAAAAA%3D%3D&fpstate=tldetail,2023-11-03,"São Paulo, SP",,[]
-AdUKyW_CDm_j1ygAAAAAA==,Data Engineer,K2 Partnering,"Título da Vaga (plataforma / módulo / nível de experiência)  Data Engineer Senior  Local do projeto (cidade/estado/ponto de referência)  Remoto  Tempo de duração do projeto  5 meses  Data de Inicio  21/08  Idioma / nível (básico, intermediário, avançado, fluente)  Inglês Avançado/Fluente, língua espanhola desejável  Skill Eliminatório  Metodologias ágeis  Pelo menos experiência em 3-4 projetos com modelagem de dados multidimensionais  Cloud Services (AWS) construção de aplicativos de dados e criação/curadoria de pipelines de dados  Nível avançado de programação de banco de dados (AWS Redshift, SQLDW, Postgres, especialista em SQL)  Alta experiência em Ingestion tools e processos  Experiência anterior em arquitetura serverless é uma vantagem (funções Spark, glue, Lambda)  Experiência anterior com Stored Procedures e UDF’s e ferramenta Talend.  Modelagem multidimensional (Star Schema e Snowflake) e conceitos de Data Warehouse  Habilidades interpessoais:  Alto nível de autonomia e boa comunicação  Abertura para entender o que foi exigido pelo PO  Adaptabilidade  Boa atitude e fome insaciável de conhecimento é item extremamente obrigatório",https://www.google.com/search?q=Data+Engineer+jobs&ibp=htl;jobs#htivrt=jobs&htidocid=-AdUKyW_CDm_j1ygAAAAAA%3D%3D&fpstate=tldetail,2023-11-03,"São Paulo, SP","Talend, Spark, SQL, AWS, Redshift, Snowflake, Services, Postgres",[]
10abq7D-8tiFw0fTAAAAAA==,Data Analyst,Peroptyx,"For thousands of years, maps have provided humans with the knowledge they need to make decisions. As a Maps Evaluator, you will have the opportunity to provide ground truth for your town, city or country.  At Peroptyx, we are looking for Data Analysts who will review mapping data for digital mapping applications. Your research capabilities will validate and ensure that the navigation of certain routes are accurate and safe.  As part of this role you will verify that business names and opening hours are correct. You will check that the distance from a starting point to an end destination is listed accurately resulting in better user experiences.  With this job you can plan your days around this highly flexible working schedule, work weekends or late evenings, all from the comfort of your own office. The flexibility of our roles minimizes the impact on your daily routine.  So, whether you are a student looking to earn as you learn, a retiree looking for a new challenge a part-time/full time professional or a work from home parent, Peroptyx has the right role for you!  Ideal Candidate • Fluent in English • Excellent research skills. • Excellent local knowledge of your home country. • Good understanding and general knowledge of the geography and culture of Saudi Arabia. • Analytical mindset.  Job Requirements • Must be living in Brazil for a minimum of 5 consecutive years. • Must pass an online open-book exam that can verify your full understanding of the material and concepts. • Must be willing to work a minimum of 10 hours and up to 20 hours per week depending on task availability. • Good working knowledge of search engines, map applications and familiarity with social media platforms. • Strong ability to learn, understand and apply multiple sets of different instructions. • All work must be of an independent nature.  Benefits  · Work up to 20 hours per week.  · Earn a competitive rate of pay.  · Develop your research skills.  · Avoid the long commute.  · Work from the comfort of your home office.  · Enjoy the flexibility of setting your own working hours!  Apply Online Today",https://www.google.com/search?q=Data+Analyst+jobs&ibp=htl;jobs#htivrt=jobs&htidocid=10abq7D-8tiFw0fTAAAAAA%3D%3D&fpstate=tldetail,2023-11-03,Remote,English,[]
G1NmZgxoySnJkokwAAAAAA==,Data Analyst,Turing,"Job description  An innovative e-commerce company providing customers with easy access to organic food products is looking for a Data Analyst. The selected candidate will be responsible for enhancing the data completeness, validity, and consistency across the platform. Customers can save money on brands and gain access to healthy choices that are tailored to their diet and lifestyle through the company’s platform. The company has managed to raise more than $200 mn in funding so far. This role requires 5-6+ hours of overlap with the PST time zone. Job Responsibilities:  Analyze and improve the scalability, reliability, and efficiency of the system's data collection, storage, and retrieval procedures  Improve observability and supervision of production processes  Exhibit excellent coding and possess knowledge of software engineering best practices  Collaborate with IT team, software providers, and business owners to design data architecture",https://www.google.com/search?q=Data+Analyst+jobs&ibp=htl;jobs#htivrt=jobs&htidocid=G1NmZgxoySnJkokwAAAAAA%3D%3D&fpstate=tldetail,2023-11-03,"São Paulo, SP",,[]
YElTYCCmZHlHcYzBAAAAAA==,Data Analyst,BrandBastion,"This is a remote position across the European time zones (you must be able to work at least part of the day in European business hours)  Do you love following the latest trends on social media? Are you good at identifying insightful trends in data using python? Then you may be our new Data Analyst!  BrandBastion transforms the way brands deal with social engagement. Our proprietary technology automates the management of millions of social interactions every day, while maintaining the personal quality of one-on-one conversations. Our solutions provide global marketers and clients with powerful metrics to optimize their internal strategies. Follow the Solutions tab at Brandbastion website to see what we do for our clients such as Netflix, Uber, NARS and more.  The Analytics team at BrandBastion works both with our clients to provide them the best insights on our service as well as with other teams internally to leverage on the power of data so that BrandBastion delivers a better result as a whole.  The team is responsible for: • Discovering and sharing insights with our clients via our Customer Success team • Generating recurrent deliverables and reporting • Developing Analytics within BrandBastion • Enhancing automation  Tasks • Migrating AdHoc tasks and analysis to an automated environment using Python • Build data insights / exploratory analysis / data mining with client specific social media data, to help and drive action on their SM activity • Create client facing materials to share with BrandBastion?s clients about their Social Media activities • Working on reforming the way the company provides ad-hoc analytics and insights to clients • Carry out qualitative and quantitative research of social media trends (e.g, using platforms? APIs) • Collaborating with other BrandBastion teams such as Customer Success, Growth, Development • Understanding the Business context in a technical problem (and vice-versa) • Working with our colleagues on developing the company analytics framework and insights, and research and develop new data analysis solutions  Requirements • Experience in Python (2+ years) • Experience with data analysis (e.g, aggregations) and its tools (e.g, Pandas) and architecture (Data acquisition- > ETL- > Analysis) • Professional oral and written English and good communications skills • Exposure to software development practices and industrialization of data solutions • Understand NLP constraints and nuances when working with social media data • Basic knowledge of applied statistics  Nice to have  Previous exposure to Google SUITE and/or AWS is a plus • Experience interacting with SQL or NoSQL databases is a plus • Experience working with NLP and ML packages and algorithms is a plus • Knowledge of social media marketing on key platforms is a plus  Benefits • Fixed monthly compensation • 4 weeks paid annual vacation • Flexible remote working conditions • Work with some of the world's most exciting brands",https://www.google.com/search?q=Data+Analyst+jobs&ibp=htl;jobs#htivrt=jobs&htidocid=YElTYCCmZHlHcYzBAAAAAA%3D%3D&fpstate=tldetail,2023-11-03,"São Paulo, SP","NLP, SQL, NoSQL, AWS, English, Python, Analytics, Pandas",[]
gSlPJt7AlxY0eqT4AAAAAA==,Data Analyst,BAIRESDEV,"Who we are  BairesDev is proud to be the fastest-growing company in America. With people on five continents and world-class clients, we are only as strong as the multicultural teams at the heart of our business. To consistently deliver the highest quality solutions to our clients, we only hire the Top 1% of the best talents and nurture their professional growth on exciting projects. We are looking for outstanding Senior Data Analysts to join BairesDev?s Research & Development Team (R&D). This professional will use data to help the business meet its objectives, mainly by generating hypotheses and using data to validate them and generate insights. Help to improve data literacy and the overall analytical environment across the company.  What You Will Do:  - Understand, locate and propose new process improvement opportunities. - Generate hypotheses and set up tests to validate them using data. - Identify, analyze, and interpret trends or patterns in complex data sets. - Interpret data analyze results using statistical techniques and provide ongoing reports. - Participate actively in discussions and decisions regarding the whole Data Analysis chapter. - Collaborate with data product managers to build excellent data products. - Work with management to prioritize business and information needs. - Help to spread a data-driven mindset and to improve data literacy. Be a data evangelist. Here's what we're looking for:  - 5+ years of experience working with analytics, BI, statistics, or any other related area. - Proficiency with SQL. - Extensive experience with data visualization and storytelling with data. - Excellent communication skills, and capacity to collaborate and build relationships with non-technical users. -Advanced English level.  Desirable:  - 1+ years of experience with Python, R, or another programming language. - Experience with people analytics. - Have a Business, Statistics, Engineering, or Mathematics background. How we do make your work (and your life) easier:  - 100% remote work. - Hardware setup for you to work from home. - Flexible hours - make your schedule. - Paid parental leave, vacation & holidays. - Diverse and multicultural work environment. - An innovative environment with the structure and resources of a leading multinational. - Excellent compensation ? well above the market average. - Here, you can grow at the speed of your learning curve. Our people work remotely with a consistent and robust culture promoting diversity and teamwork. To continue being the leading software development company in Latin America, we want to ensure that every BairesDev member gets the best growth and professional development opportunities in a diverse, welcoming, and innovative environment.  Every BairesDev team member brings something unique to our company.  We want to hear your story. Apply now",https://www.google.com/search?q=Data+Analyst+jobs&ibp=htl;jobs#htivrt=jobs&htidocid=gSlPJt7AlxY0eqT4AAAAAA%3D%3D&fpstate=tldetail,2023-11-03,"São Bernardo do Campo, SP (+35)","R, SQL, English, Python, BI","['1', '5']"
tg2MBhR7MehCgenoAAAAAA==,Data Analyst,PayPal,"At PayPal (NASDAQ: PYPL), we believe that every person has the right to participate fully in the global economy. Our mission is to democratize financial services to ensure that everyone, regardless of background or economic standing, has access to affordable, convenient, and secure products and services to take control of their financial lives. • *Job Description**:  - Work closely with multiple national and international customers to consult and strategize on the approach in tackling fraud and ensure that RaaS is solving their fraud problem. Understand the main customer issues around fraud and compliance. - Understand the nature of the data that is provided and work with the customer to create and finalize a data schema that meets their current and future needs. - Perform in-depth analysis on data sets to detect anomalies and to understand the key parameters that may be indicative of fraud. - Analyze and transform data using RaaS’s platforms to identify fraud patterns and optimize the systems to flag these patterns. - Work with a dedicated international data science and engineering team, using a state-of-the-art technology stack, to design and implement data driven solutions that operate at scale and in real-time. - Make business recommendations to the executive and cross-functional teams with effective presentations of findings at multiple levels of stakeholders. - Lead and participate in special initiatives: innovate and implement large-scale quality improvements to processes and/or systems by conducting data analysis and making recommendations, troubleshooting technical issues, and refining processes. - Communicate insights and findings back to the team to contribute to overall teams’ success. - Train the customer on how to understand fraud trends and the use of PayPal RaaS’s product. - Improve the products with innovative ideas driven by customer feedback; work with the product development team to incorporate the feedback into the platforms.  Our Benefits: At PayPal, we’re committed to building an equitable and inclusive global economy. And we can’t do this without our most important asset—you. That’s why we offer benefits to help you thrive in every stage of life. We champion your financial, physical, and mental health by offering valuable benefits and resources to help you care for the whole you.  Who We Are: Click Here to learn more about our culture and community.  As part of PayPal’s commitment to employees’ health and safety, we have established in-office Covid-19 protocols and requirements, based on expert guidance. Depending on location, this might include a Covid-19 vaccination requirement for any employee whose role requires them to work onsite. Employees may request reasonable accommodation based on a medical condition or religious belief that prevents them from being vaccinated",https://www.google.com/search?q=Data+Analyst+jobs&ibp=htl;jobs#htivrt=jobs&htidocid=tg2MBhR7MehCgenoAAAAAA%3D%3D&fpstate=tldetail,2023-11-03,"São Paulo, SP",,[]
